two_year_recid,age,sex,priors_count,juv_fel_count,juv_misd_count,c_charge_degree,c_charge_desc,race
no,30.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
no,21.0,Male,1,0.0,1.0,F,Grand Theft in the 3rd Degree,African-American
yes,22.0,Male,2,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Caucasian
no,57.0,Male,18,0.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,21.0,Male,0,0.0,0.0,F,Burglary Structure Unoccup,African-American
no,34.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,50.0,Female,1,0.0,0.0,M,Battery,Caucasian
yes,40.0,Male,0,0.0,0.0,F,arrest case no charge,Caucasian
yes,25.0,Male,7,0.0,0.0,F,Tamper With Witness/Victim/CI,African-American
no,53.0,Female,1,0.0,0.0,M,Battery,Caucasian
no,24.0,Female,0,0.0,0.0,F,Aggravated Assault W/Dead Weap,African-American
no,42.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,28.0,Male,1,0.0,0.0,M,Battery,African-American
no,24.0,Male,1,0.0,0.0,M,Disorderly Intoxication,Caucasian
yes,26.0,Male,6,1.0,1.0,F,Robbery / No Weapon,African-American
yes,22.0,Male,4,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,21.0,Male,3,0.0,0.0,M,arrest case no charge,Caucasian
yes,37.0,Male,23,0.0,0.0,F,Battery on Law Enforc Officer,African-American
no,35.0,Male,2,0.0,0.0,F,Possession of Cannabis,African-American
no,53.0,Male,2,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,60.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
no,29.0,Male,7,0.0,0.0,F,Possession of Cocaine,African-American
yes,48.0,Male,23,1.0,0.0,F,Felony Petit Theft,Caucasian
no,52.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,12,0.0,0.0,F,Driving While License Revoked,African-American
no,28.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
no,33.0,Male,3,0.0,0.0,M,Battery,Caucasian
no,28.0,Female,0,0.0,0.0,F,arrest case no charge,Hispanic
yes,47.0,Male,5,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,36.0,Male,14,0.0,0.0,F,Throw Deadly Missile Into Veh,African-American
no,29.0,Male,2,1.0,0.0,F,Aggravated Battery / Pregnant,African-American
yes,22.0,Male,0,0.0,0.0,M,Unlaw Use False Name/Identity,African-American
no,26.0,Male,6,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,25.0,Male,0,0.0,0.0,F,Resist Officer w/Violence,Caucasian
no,68.0,Male,2,0.0,0.0,F,Aggravated Assault W/dead Weap,Caucasian
no,56.0,Male,5,0.0,0.0,F,Driving While License Revoked,African-American
yes,27.0,Male,9,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
yes,52.0,Male,4,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,32.0,Male,3,0.0,0.0,F,Battery on Law Enforc Officer,African-American
no,60.0,Male,4,0.0,0.0,F,arrest case no charge,Other
no,23.0,Male,1,0.0,0.0,M,Exposes Culpable Negligence,Hispanic
no,39.0,Female,0,0.0,0.0,M,Disorderly Intoxication,Caucasian
no,56.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,22.0,Female,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
yes,27.0,Female,1,0.0,0.0,F,Use Scanning Device to Defraud,African-American
no,53.0,Male,11,0.0,0.0,F,arrest case no charge,African-American
yes,25.0,Male,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,21.0,Male,0,0.0,0.0,M,Battery,Hispanic
no,22.0,Male,0,0.0,0.0,F,Leaving the Scene of Accident,Caucasian
no,58.0,Female,2,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,31.0,Male,7,0.0,0.0,M,Aggravated Battery / Pregnant,African-American
yes,22.0,Male,1,0.0,0.0,F,False Ownership Info/Pawn Item,Caucasian
yes,28.0,Male,8,0.0,0.0,F,Uttering a Forged Instrument,African-American
no,42.0,Male,1,0.0,0.0,F,arrest case no charge,Other
yes,20.0,Male,0,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
yes,29.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,29.0,Male,8,0.0,0.0,F,arrest case no charge,African-American
yes,58.0,Male,21,0.0,0.0,M,arrest case no charge,African-American
no,22.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,48.0,Male,1,0.0,0.0,M,Operating W/O Valid License,Hispanic
no,37.0,Male,0,0.0,0.0,F,Crimin Mischief Damage $1000+,Caucasian
yes,57.0,Male,1,0.0,0.0,F,Felony Petit Theft,African-American
no,27.0,Male,3,0.0,0.0,M,Fleeing or Eluding a LEO,Caucasian
no,26.0,Male,3,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,24.0,Male,3,0.0,1.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,33.0,Male,0,0.0,0.0,F,Aggravated Battery / Pregnant,Caucasian
no,29.0,Male,2,0.0,0.0,F,arrest case no charge,African-American
yes,24.0,Female,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,19.0,Male,1,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
no,36.0,Male,2,0.0,0.0,M,Battery,Caucasian
no,24.0,Female,0,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",Caucasian
no,34.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,25.0,Male,2,0.0,0.0,F,arrest case no charge,Hispanic
yes,20.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
yes,28.0,Male,2,0.0,0.0,M,arrest case no charge,Hispanic
yes,24.0,Male,1,0.0,0.0,M,Battery,African-American
no,61.0,Male,4,0.0,0.0,F,arrest case no charge,Caucasian
no,50.0,Female,3,0.0,0.0,F,Aggravated Assault W/Dead Weap,African-American
no,30.0,Male,1,0.0,0.0,M,Battery,African-American
no,38.0,Male,5,0.0,0.0,F,Possession of Cannabis,African-American
no,24.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,45.0,Male,16,0.0,0.0,F,arrest case no charge,African-American
yes,46.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,41.0,Male,0,0.0,0.0,M,Battery,Caucasian
yes,20.0,Male,0,0.0,0.0,F,Possession of Cocaine,Other
yes,27.0,Male,13,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
no,51.0,Female,16,0.0,0.0,F,Possession of Cocaine,African-American
yes,26.0,Male,1,0.0,0.0,M,Battery,African-American
yes,29.0,Male,3,0.0,0.0,F,Possession of Ethylone,African-American
yes,52.0,Male,6,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,28.0,Male,1,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Caucasian
yes,34.0,Female,4,0.0,0.0,F,arrest case no charge,Native American
yes,55.0,Male,5,0.0,0.0,F,Felony Petit Theft,African-American
yes,26.0,Male,10,1.0,1.0,F,Aggravated Battery,African-American
no,28.0,Male,5,0.0,0.0,F,Possession Of Alprazolam,African-American
no,63.0,Male,2,0.0,0.0,F,Felony DUI (level 3),Caucasian
no,42.0,Male,0,0.0,0.0,F,Aggravated Assault w/Firearm,African-American
no,23.0,Male,6,1.0,2.0,F,Driving While License Revoked,African-American
yes,54.0,Male,28,0.0,0.0,F,Possession of Cocaine,African-American
yes,35.0,Male,8,0.0,0.0,F,Felony Battery w/Prior Convict,African-American
yes,24.0,Female,6,1.0,0.0,F,arrest case no charge,African-American
no,54.0,Male,2,0.0,0.0,M,Battery,African-American
yes,58.0,Male,12,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
yes,23.0,Male,1,0.0,0.0,M,Resist/Obstruct W/O Violence,Caucasian
no,35.0,Male,1,0.0,0.0,M,Battery,African-American
yes,20.0,Male,1,0.0,0.0,F,Fraudulent Use of Credit Card,African-American
no,51.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),Caucasian
no,24.0,Male,0,0.0,0.0,F,"Poss 3,4 MDMA (Ecstasy)",Hispanic
no,37.0,Male,3,0.0,0.0,F,Possession of Cocaine,Caucasian
no,47.0,Male,3,0.0,0.0,F,Drivg While Lic Suspd/Revk/Can,Caucasian
yes,34.0,Male,4,0.0,0.0,F,Possession of Cannabis,Caucasian
no,56.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,34.0,Male,4,0.0,0.0,F,Burglary Dwelling Occupied,Hispanic
yes,59.0,Male,1,0.0,0.0,F,Burglary Dwelling Assault/Batt,Caucasian
no,35.0,Male,0,0.0,0.0,F,Burglary Structure Unoccup,Asian
no,58.0,Male,1,0.0,0.0,F,Possession Burglary Tools,Hispanic
no,29.0,Male,2,0.0,0.0,M,Driving Under The Influence,Hispanic
yes,24.0,Female,6,0.0,0.0,F,Poss Contr Subst W/o Prescript,Caucasian
yes,21.0,Male,2,0.0,0.0,M,Assault,Caucasian
no,26.0,Male,2,0.0,0.0,M,arrest case no charge,African-American
yes,50.0,Male,5,0.0,0.0,F,Driving While License Revoked,Asian
no,26.0,Male,1,0.0,0.0,F,Cash Item w/Intent to Defraud,African-American
no,30.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,29.0,Male,6,0.0,0.0,F,arrest case no charge,Caucasian
yes,29.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,54.0,Male,0,0.0,0.0,M,Battery,African-American
yes,29.0,Male,4,0.0,0.0,F,False Ownership Info/Pawn Item,African-American
no,59.0,Female,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,38.0,Male,0,0.0,0.0,F,Tampering With Physical Evidence,African-American
yes,22.0,Female,2,0.0,0.0,F,Possession of Cocaine,Hispanic
yes,29.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,27.0,Male,1,0.0,0.0,M,Opert With Susp DL 2nd Offens,Caucasian
yes,26.0,Male,7,0.0,0.0,F,Aggravated Assault W/Dead Weap,Hispanic
no,52.0,Male,20,0.0,0.0,F,False Bomb Report,Hispanic
yes,66.0,Male,33,0.0,0.0,F,Crimin Mischief Damage $1000+,African-American
no,27.0,Male,2,0.0,0.0,F,Possession of Cocaine,Caucasian
no,51.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
no,35.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,26.0,Male,1,0.0,0.0,F,Tampering With Physical Evidence,African-American
no,52.0,Male,4,0.0,0.0,M,Battery,Caucasian
no,35.0,Female,12,0.0,0.0,M,Susp Drivers Lic 1st Offense,African-American
no,48.0,Male,12,0.0,0.0,F,Aggravated Assault w/Firearm,Other
no,26.0,Female,0,0.0,0.0,M,Battery,African-American
no,48.0,Female,0,0.0,0.0,M,Leave Accd/Attend Veh/Less $50,Caucasian
no,30.0,Male,7,0.0,0.0,M,Battery,Hispanic
no,28.0,Male,2,0.0,0.0,M,Battery,Other
no,33.0,Male,2,0.0,0.0,M,Battery,African-American
no,34.0,Female,6,0.0,0.0,F,Burglary Conveyance Unoccup,African-American
no,25.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Other
yes,59.0,Male,10,0.0,0.0,F,arrest case no charge,African-American
yes,29.0,Male,5,0.0,0.0,F,Poss Contr Subst W/o Prescript,African-American
no,24.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,48.0,Male,1,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Caucasian
yes,55.0,Male,0,0.0,0.0,M,Battery,African-American
no,52.0,Male,4,0.0,0.0,M,Fail Register Vehicle,African-American
yes,20.0,Male,0,0.0,0.0,F,Possession of Ethylone,African-American
yes,25.0,Male,4,0.0,0.0,F,Possession of Cocaine,Caucasian
no,24.0,Male,0,0.0,0.0,F,Agg Battery Grt/Bod/Harm,Caucasian
no,23.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,27.0,Male,6,0.0,1.0,F,Felony Battery (Dom Strang),Caucasian
yes,25.0,Male,1,0.0,1.0,M,Battery,African-American
no,31.0,Male,0,0.0,0.0,F,Trespassing/Construction Site,African-American
yes,25.0,Male,6,0.0,1.0,F,arrest case no charge,African-American
yes,32.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,37.0,Male,1,0.0,0.0,F,Crim Use of Personal ID Info,Other
no,25.0,Male,0,0.0,0.0,F,Possession of Cannabis,Caucasian
no,32.0,Male,20,1.0,1.0,F,arrest case no charge,Hispanic
no,35.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,42.0,Male,14,0.0,0.0,F,Drivg While Lic Suspd/Revk/Can,African-American
yes,24.0,Male,9,0.0,0.0,M,Viol Injunct Domestic Violence,Caucasian
yes,22.0,Male,6,1.0,0.0,F,Possession of Cocaine,Caucasian
yes,21.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Hispanic
no,47.0,Male,1,0.0,0.0,M,Battery,Caucasian
yes,27.0,Male,5,0.0,0.0,F,Aggrav Battery w/Deadly Weapon,African-American
yes,43.0,Male,2,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Hispanic
yes,46.0,Male,2,0.0,0.0,F,Possession Of Alprazolam,Caucasian
no,44.0,Male,1,0.0,0.0,M,Reckless Driving,African-American
no,27.0,Male,0,0.0,0.0,F,Consp Traff Oxycodone 28g><30k,African-American
no,23.0,Male,2,0.0,0.0,F,Possession of Cannabis,Caucasian
no,50.0,Female,1,0.0,0.0,F,Unemployment Compensatn Fraud,Hispanic
no,42.0,Male,8,0.0,0.0,F,arrest case no charge,African-American
no,58.0,Male,6,0.0,0.0,F,Felony Petit Theft,African-American
no,26.0,Male,3,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
no,48.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,Other
yes,39.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,21.0,Male,3,0.0,2.0,F,arrest case no charge,African-American
no,63.0,Male,1,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,22.0,Male,3,0.0,1.0,F,arrest case no charge,African-American
no,50.0,Male,3,0.0,0.0,M,Battery,African-American
no,38.0,Male,0,0.0,0.0,F,Burglary Dwelling Assault/Batt,African-American
no,41.0,Male,1,0.0,0.0,F,Sexual Battery / Vict 12 Yrs +,Caucasian
yes,28.0,Male,16,8.0,0.0,F,Aggravated Battery / Pregnant,African-American
no,30.0,Female,0,0.0,0.0,M,Battery,African-American
no,23.0,Male,1,0.0,0.0,F,Agg Fleeing and Eluding,African-American
yes,25.0,Male,2,0.0,0.0,F,arrest case no charge,Caucasian
no,40.0,Male,5,0.0,0.0,F,Neglect Child / No Bodily Harm,Caucasian
no,24.0,Male,8,0.0,0.0,F,Possession of Cannabis,Hispanic
yes,27.0,Male,5,0.0,0.0,M,Criminal Mischief Damage <$200,African-American
no,44.0,Male,11,0.0,0.0,M,Battery,Caucasian
yes,35.0,Female,6,0.0,0.0,F,arrest case no charge,African-American
no,42.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,38.0,Male,15,0.0,0.0,F,Drivg While Lic Suspd/Revk/Can,African-American
no,26.0,Male,4,0.0,0.0,F,Possession of Cannabis,Hispanic
no,25.0,Female,0,0.0,0.0,M,Resist/Obstruct W/O Violence,African-American
no,24.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,64.0,Male,1,0.0,0.0,F,Aggravated Assault,Hispanic
yes,49.0,Female,2,0.0,0.0,M,Driving Under The Influence,Caucasian
yes,50.0,Male,5,0.0,0.0,F,Driving While License Revoked,Caucasian
yes,28.0,Male,8,0.0,0.0,F,arrest case no charge,Caucasian
yes,66.0,Male,0,0.0,0.0,M,Battery,Caucasian
no,46.0,Female,0,0.0,0.0,M,Battery,Caucasian
yes,30.0,Male,5,0.0,0.0,F,Driving While License Revoked,African-American
no,22.0,Female,0,0.0,0.0,M,Battery,Caucasian
no,23.0,Male,1,0.0,0.0,M,arrest case no charge,Caucasian
yes,30.0,Male,0,0.0,0.0,M,Battery,Other
yes,24.0,Male,10,1.0,0.0,F,arrest case no charge,African-American
no,31.0,Male,0,0.0,0.0,M,DUI Property Damage/Injury,Hispanic
no,31.0,Male,1,0.0,0.0,F,arrest case no charge,Other
yes,21.0,Male,4,4.0,0.0,F,arrest case no charge,African-American
no,28.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
no,25.0,Male,0,0.0,0.0,M,Disorderly Conduct,African-American
no,21.0,Female,0,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
no,27.0,Male,0,0.0,0.0,M,Battery,African-American
yes,20.0,Male,0,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Hispanic
no,32.0,Male,1,0.0,0.0,F,Possession of Cocaine,Hispanic
no,24.0,Female,0,0.0,0.0,F,Burglary Unoccupied Dwelling,Caucasian
no,20.0,Male,1,1.0,0.0,F,arrest case no charge,African-American
yes,31.0,Male,3,0.0,0.0,M,Viol Pretrial Release Dom Viol,African-American
yes,27.0,Male,3,0.0,0.0,M,Battery,African-American
yes,59.0,Male,17,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,40.0,Male,0,0.0,0.0,F,Aggravated Assault w/Firearm,African-American
yes,22.0,Male,11,0.0,0.0,F,Possession of Cocaine,African-American
no,38.0,Female,1,0.0,0.0,F,Robbery / No Weapon,African-American
yes,36.0,Male,1,0.0,0.0,M,Petit Theft $100- $300,Hispanic
no,30.0,Male,1,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
yes,27.0,Male,6,0.0,0.0,F,arrest case no charge,Caucasian
no,43.0,Male,1,0.0,0.0,M,Battery,African-American
no,59.0,Female,0,0.0,0.0,M,Driving Under The Influence,Caucasian
no,37.0,Male,2,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,28.0,Male,5,0.0,0.0,M,Felony Battery (Dom Strang),African-American
no,38.0,Male,0,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,22.0,Male,0,0.0,0.0,F,Att Burgl Unoccupied Dwel,African-American
no,43.0,Male,1,0.0,0.0,M,Operating W/O Valid License,Hispanic
yes,25.0,Male,4,0.0,0.0,F,Grand Theft Firearm,African-American
no,51.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,Caucasian
yes,30.0,Male,6,0.0,0.0,F,Possession of Cocaine,Hispanic
yes,29.0,Male,2,0.0,0.0,M,Felony Battery (Dom Strang),Caucasian
no,28.0,Male,10,0.0,0.0,F,Driving While License Revoked,African-American
no,26.0,Male,6,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,African-American
yes,55.0,Male,9,0.0,0.0,M,arrest case no charge,African-American
no,23.0,Female,3,0.0,0.0,F,Poss Contr Subst W/o Prescript,Caucasian
no,22.0,Female,0,0.0,0.0,M,Failure To Pay Taxi Cab Charge,African-American
yes,19.0,Female,2,0.0,0.0,F,Possession of Cocaine,Caucasian
no,31.0,Male,1,0.0,0.0,M,Battery,African-American
no,29.0,Male,0,0.0,0.0,M,DUI Level 0.15 Or Minor In Veh,African-American
yes,61.0,Male,15,0.0,0.0,F,Felony Petit Theft,African-American
yes,24.0,Male,4,0.0,0.0,F,Possession of Cocaine,African-American
no,31.0,Male,0,0.0,0.0,M,Operating W/O Valid License,Hispanic
yes,20.0,Male,4,0.0,1.0,F,arrest case no charge,African-American
yes,26.0,Male,3,0.0,0.0,F,Burglary Conveyance Occupied,Caucasian
no,27.0,Male,5,0.0,0.0,M,Battery,Caucasian
no,25.0,Male,1,0.0,0.0,F,Aggravated Assault w/Firearm,Caucasian
yes,23.0,Male,3,0.0,2.0,F,Manslaughter W/Weapon/Firearm,Caucasian
no,38.0,Male,0,0.0,0.0,F,Felony Battery (Dom Strang),African-American
yes,27.0,Male,18,0.0,2.0,F,Felony Petit Theft,African-American
yes,35.0,Female,0,0.0,0.0,F,Resist Officer w/Violence,Caucasian
no,22.0,Male,0,0.0,0.0,F,Grand Theft (Motor Vehicle),Other
yes,58.0,Female,4,0.0,0.0,F,"Poss 3,4 MDMA (Ecstasy)",African-American
yes,57.0,Female,0,0.0,0.0,M,Disorderly Conduct,Caucasian
no,21.0,Male,0,0.0,0.0,F,Use Scanning Device to Defraud,African-American
no,22.0,Female,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,30.0,Male,0,0.0,0.0,F,Burglary Unoccupied Dwelling,African-American
yes,24.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
yes,22.0,Male,2,0.0,0.0,F,Battery on Law Enforc Officer,Caucasian
yes,29.0,Male,3,0.0,0.0,F,Aggrav Stalking After Injunctn,Caucasian
yes,30.0,Male,8,0.0,0.0,F,Possession of Cocaine,African-American
no,31.0,Female,10,0.0,0.0,F,Driving While License Revoked,African-American
no,45.0,Female,1,0.0,0.0,F,Felony Driving While Lic Suspd,Caucasian
no,23.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,39.0,Male,2,0.0,0.0,F,False Ownership Info/Pawn Item,Caucasian
yes,31.0,Male,0,0.0,0.0,F,Possession of Cocaine,African-American
yes,22.0,Male,1,0.0,0.0,F,Burglary Structure Unoccup,African-American
yes,27.0,Female,9,0.0,0.0,F,Arson II (Vehicle),African-American
yes,27.0,Male,13,0.0,0.0,F,arrest case no charge,African-American
yes,38.0,Male,1,0.0,0.0,F,Crimin Mischief Damage $1000+,Caucasian
yes,31.0,Male,23,0.0,0.0,F,Poss Pyrrolidinovalerophenone,African-American
no,47.0,Male,20,0.0,0.0,F,Tamper With Witness/Victim/CI,African-American
no,22.0,Male,3,0.0,1.0,F,arrest case no charge,African-American
yes,35.0,Male,1,0.0,0.0,M,Battery,African-American
yes,23.0,Male,2,0.0,0.0,M,Possess Cannabis/20 Grams Or Less,Hispanic
yes,65.0,Male,2,0.0,0.0,M,Violation of Injunction Order/Stalking/Cyberstalking,African-American
no,35.0,Male,0,0.0,0.0,M,Fail To Obey Police Officer,African-American
no,33.0,Female,0,0.0,0.0,F,Grand Theft (Motor Vehicle),African-American
no,53.0,Male,1,0.0,0.0,M,Battery,Caucasian
no,52.0,Male,0,0.0,0.0,F,Driving While License Revoked,Hispanic
no,21.0,Male,0,0.0,0.0,F,Obstruct Fire Equipment,African-American
no,37.0,Male,11,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
yes,30.0,Male,4,0.0,0.0,M,Reckless Driving,Other
no,33.0,Male,5,0.0,0.0,F,arrest case no charge,Caucasian
no,31.0,Male,2,0.0,0.0,M,Assault,African-American
no,54.0,Male,0,0.0,0.0,F,Grand Theft (Motor Vehicle),Other
no,31.0,Female,0,0.0,0.0,M,Battery,African-American
no,59.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
no,27.0,Male,0,0.0,0.0,M,Possession of Cocaine,African-American
yes,36.0,Male,0,0.0,0.0,M,Battery,African-American
yes,46.0,Male,17,0.0,0.0,F,arrest case no charge,African-American
no,22.0,Male,3,0.0,0.0,F,arrest case no charge,African-American
no,28.0,Female,0,0.0,0.0,M,DUI Property Damage/Injury,Caucasian
yes,34.0,Female,15,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,29.0,Male,7,0.0,0.0,F,Driving While License Revoked,Hispanic
yes,23.0,Male,2,0.0,0.0,M,Battery,African-American
no,27.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
yes,21.0,Male,0,0.0,0.0,F,Att Tamper w/Physical Evidence,Asian
yes,48.0,Male,3,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,30.0,Male,15,0.0,0.0,F,Poss Cocaine/Intent To Del/Sel,African-American
no,32.0,Female,2,0.0,0.0,F,"Poss3,4 Methylenedioxymethcath",African-American
no,31.0,Male,5,0.0,0.0,F,arrest case no charge,African-American
no,36.0,Male,4,0.0,1.0,M,Battery,African-American
no,36.0,Male,1,0.0,0.0,M,Battery,African-American
yes,44.0,Male,14,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,53.0,Male,2,0.0,0.0,F,Deliver Alprazolam,Caucasian
yes,33.0,Male,3,0.0,0.0,M,Driving License Suspended,African-American
no,21.0,Male,2,1.0,0.0,F,arrest case no charge,African-American
yes,33.0,Male,4,0.0,0.0,F,arrest case no charge,African-American
yes,47.0,Male,2,0.0,0.0,F,Possession of Cocaine,Caucasian
yes,57.0,Male,20,0.0,0.0,F,Possession of Cocaine,African-American
no,28.0,Male,2,0.0,0.0,M,arrest case no charge,African-American
no,24.0,Male,1,0.0,0.0,M,Battery,African-American
no,44.0,Male,1,0.0,0.0,F,Unauth Poss ID Card or DL,African-American
no,46.0,Male,0,0.0,0.0,F,Grand Theft in the 3rd Degree,African-American
no,37.0,Male,6,0.0,0.0,F,Child Abuse,African-American
yes,26.0,Male,10,0.0,0.0,M,arrest case no charge,African-American
yes,27.0,Male,10,0.0,1.0,F,Driving While License Revoked,African-American
no,40.0,Male,1,0.0,0.0,F,Manufacture Cannabis,Caucasian
yes,60.0,Female,9,0.0,0.0,F,arrest case no charge,Caucasian
no,53.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
no,26.0,Male,8,0.0,1.0,F,Attempted Robbery Firearm,African-American
no,28.0,Male,0,0.0,0.0,F,Felony Driving While Lic Suspd,African-American
no,23.0,Male,0,0.0,0.0,M,Driving Under The Influence,Hispanic
no,46.0,Female,2,0.0,0.0,F,Grand Theft in the 3rd Degree,Caucasian
yes,23.0,Male,0,0.0,0.0,F,False Ownership Info/Pawn Item,African-American
yes,37.0,Male,5,0.0,0.0,F,Aggravated Battery / Pregnant,African-American
no,44.0,Male,1,0.0,0.0,M,Fail To Secure Load,African-American
yes,50.0,Male,18,0.0,0.0,F,Driving While License Revoked,African-American
no,45.0,Male,0,0.0,0.0,M,Driving Under The Influence,African-American
no,22.0,Male,1,0.0,0.0,F,arrest case no charge,African-American
yes,26.0,Male,1,0.0,0.0,F,arrest case no charge,Caucasian
